True,False,False,True,False,0,True,False,False,True,False,5.100917,2.737829,False,0.09421052631578947
True,False,False,True,False,0,True,False,False,False,True,4.334026,2.43061,False,0.07608695652173914
True,False,False,True,False,0,True,False,False,False,True,6.045478,2.314403,False,0.10411764705882354
True,False,False,True,False,0,True,False,False,False,True,6.212946,1.682168,False,0.0642105263157895
False,True,False,False,True,0,False,False,True,False,False,3.132156,7.224634,False,0.033571428571428585
False,True,False,False,True,0,False,False,True,False,False,1.645718,0.8558766,False,0.03652173913043477
True,False,False,True,False,0,True,False,False,False,False,4.146963,2.075476,False,0.034117647058823475
True,False,False,True,False,0,True,False,False,True,False,2.425291,1.25822,False,0.05411764705882349
True,False,False,True,False,0,True,False,False,True,False,4.791493,1.012656,False,0.05478260869565221
True,False,False,True,False,0,True,False,False,False,True,4.357654,1.565276,False,0.018571428571428572
False,True,False,False,True,0,False,False,True,False,False,2.167401,2.921562,False,0.02608695652173909
False,False,True,False,True,0,False,False,True,True,False,5.080475,1.030893,False,0.04421052631578948
False,True,False,False,True,0,False,False,True,False,True,1.735397,1.248562,False,0.04421052631578948
True,False,False,True,False,0,True,False,False,False,False,1.700309,1.361008,False,0.1885714285714286
True,False,False,True,False,0,True,False,False,False,False,2.446436,0.8991854,False,0.021612903225806446
False,True,False,False,True,0,False,False,True,True,False,2.167994,4.170061,True,0.020000000000000018
True,False,False,True,False,0,True,False,False,True,False,1.522776,1.876617,True,0.020000000000000018
True,False,False,True,False,0,True,False,False,False,False,2.479381,1.005672,False,0.036428571428571366
True,False,False,True,False,0,True,False,False,False,False,3.393969,1.017742,False,0.08642857142857141
False,False,True,False,True,0,False,False,True,True,False,1.491304,1.75231,False,0.09608695652173915
True,False,False,True,False,0,True,False,False,True,False,3.936644,1.587058,True,0.06000000000000005
False,True,False,False,True,0,False,False,True,False,True,2.669775,1.007265,False,0.004210526315789498
True,False,False,True,False,0,True,False,False,False,True,7.757175,0.9208142,False,0.001612903225806428
True,False,False,True,False,0,True,False,False,True,False,1.278052,0.9527408,False,0.08347826086956528
False,True,False,False,True,0,False,False,True,False,True,1.090782,0.9864994,False,0.041612903225806464
False,False,True,False,True,0,False,False,True,True,False,2.024513,0.9710537,False,0.15838709677419355
False,True,False,False,True,0,False,False,True,False,True,2.64538,2.894605,False,0.030000000000000027
True,False,False,True,False,0,True,False,False,False,False,2.534899,0.8744081,False,0.036428571428571366
False,True,False,False,True,0,False,False,True,False,True,3.079642,1.03738,False,0.03290322580645161
True,False,False,True,False,0,True,False,False,False,True,2.170841,1.607458,False,0.05823529411764705
True,False,False,True,False,0,True,False,False,True,False,2.055907,1.19418,False,0.052903225806451626
False,True,False,False,True,0,False,False,True,False,True,2.223822,1.366889,False,0.036666666666666625
False,False,True,False,True,0,False,False,True,True,False,2.269231,1.156582,False,0.01333333333333342
False,True,False,False,True,0,False,False,True,True,False,1.09059,0.7565174,False,0.09176470588235297
False,True,False,False,True,0,False,False,True,True,False,3.301907,0.7683035,False,0.06333333333333335
False,True,False,False,True,0,False,False,True,False,True,1.934494,2.594569,False,0.00838709677419347
False,False,True,False,True,0,False,False,True,True,False,2.581038,0.8307633,False,0.03421052631578947
True,False,False,True,False,0,True,False,False,False,True,4.314232,0.9580187,False,0.036428571428571366
False,True,False,False,True,0,False,False,True,False,True,2.545233,1.163875,False,0.026666666666666616
True,False,False,True,False,0,True,False,False,False,False,5.346067,1.082513,False,0.036666666666666625
False,True,False,False,True,0,False,False,True,False,True,5.811593,1.416095,False,0.14571428571428569
False,True,False,False,True,0,False,False,True,False,True,4.569518,0.8219069,False,0.10161290322580652
True,False,False,True,False,0,True,False,False,False,True,2.557125,1.614123,False,0.0742105263157895
False,True,False,False,True,0,False,False,True,False,False,1.363877,0.9112765,False,0.043478260869565244
False,False,True,False,True,0,False,False,True,False,False,2.445853,2.00396,False,0.046666666666666634
True,False,False,True,False,0,True,False,False,False,True,1.769341,0.8186769,False,0.0883870967741936
False,True,False,False,True,0,False,False,True,False,False,2.124625,1.030144,False,0.023913043478260843
True,False,False,True,False,0,True,False,False,False,False,2.100938,1.115854,False,0.0229032258064516
False,False,True,False,True,0,False,False,True,True,False,2.024673,0.9403118,False,0.004210526315789498
True,False,False,True,False,0,True,False,False,True,False,1.334433,0.8166754,False,0.0742105263157895
True,False,False,True,False,0,True,False,False,False,False,2.536206,1.076594,False,0.07347826086956527
True,False,False,True,False,0,True,False,False,False,False,3.065415,1.264187,False,0.018571428571428572
False,True,False,False,True,0,False,False,True,False,True,3.067726,1.383511,False,0.061764705882352944
False,False,True,False,True,0,False,False,True,False,False,2.923857,1.618531,False,0.025217391304347747
True,False,False,True,False,0,True,False,False,True,False,3.369111,0.9469224,False,0.08421052631578951
True,False,False,True,False,0,True,False,False,False,False,1.033377,1.563577,False,0.0983870967741936
False,True,False,False,True,0,False,False,True,True,False,3.769263,1.201696,False,0.05161290322580647
True,False,False,True,False,0,True,False,False,True,False,8.325372,1.299284,False,0.046428571428571375
False,True,False,False,True,0,False,False,True,False,False,3.000365,1.677287,False,0.0714285714285714
False,True,False,False,True,0,False,False,True,False,False,2.007231,1.677287,True,0.20588235294117652
True,False,False,True,False,0,True,False,False,False,False,6.04413,28.26924,False,0.0
False,True,False,False,True,0,False,False,True,False,True,39.93339,5.332565,False,0.1157894736842105
False,True,False,False,True,0,False,False,True,True,False,3.477969,16.20458,False,0.8
True,False,False,True,False,0,True,False,False,False,False,18.00002,12.98731,False,0.018571428571428572
False,True,False,False,True,0,False,False,True,True,False,13.9662,7.491205,True,0.05411764705882349
True,False,False,True,False,0,True,False,False,False,True,13.25738,2.609832,True,0.061764705882352944
False,True,False,False,True,0,False,False,True,True,False,4.278601,2.823693,True,0.07857142857142863
False,True,False,False,True,0,False,False,True,False,True,7.778252,3.583459,True,0.05421052631578949
False,True,False,False,True,0,False,False,True,False,False,6.421988,4.930623,True,0.02571428571428569
True,False,False,True,False,0,True,False,False,False,True,3.813109,3.198562,True,0.11608695652173917
True,False,False,True,False,0,True,False,False,True,False,10.30093,2.671835,True,0.03578947368421048
False,True,False,False,True,0,False,False,True,True,False,3.778923,2.168808,True,0.0485714285714286
True,False,False,True,False,0,True,False,False,False,False,4.045682,1.846306,True,0.03578947368421048
True,False,False,True,False,0,True,False,False,False,False,7.456581,2.299583,True,0.005714285714285672
